dir,name,outcome,reps,ns_per_iter
suite,test_typeof5,pass,1152,88541.7
suite,test_typeof6,pass,1280,82031.2
suite,test_uint64_1,pass,2816,35866.5
suite,test_vec1,pass,3200,33437.5
suite,test_while1,pass,1001,104895.1
suite,test_while2,pass,800,132500.0
suite,test_while3,pass,1001,102897.1
suite,test_zeros1,pass,1760,61931.8
transforms,test_eig1,pass,1,2131000000.0
transforms,test_eig2,pass,1,842000000.0
transforms,test_eig3,pass,852,126760.6
transforms,test_eig4,pass,1,3970000000.0
transforms,test_eig5,fail,1,1506000000.0
transforms,test_eig6,pass,1536,69661.5
transforms,test_lu1,pass,132,825757.6
transforms,test_lu2,pass,99,1060606.1
transforms,test_parallel_fft1,pass,1,693000000.0
transforms,test_qr1,pass,220,463636.4
transforms,test_qr10,pass,1,587000000.0
transforms,test_qr11,pass,1,673000000.0
transforms,test_qr12,pass,1,312000000.0
transforms,test_qr2,pass,230,469565.2
transforms,test_qr3,pass,220,495454.5
transforms,test_qr4,pass,220,500000.0
transforms,test_qr5,pass,200,535000.0
transforms,test_qr6,pass,200,545000.0
transforms,test_qr7,pass,176,573863.6
transforms,test_qr8,pass,180,572222.2
transforms,test_qr9,pass,1,550000000.0
transforms,test_sparse75,pass,1,129000000.0
transforms,test_svd1,pass,910,120879.1
transforms,test_svd10,pass,1,1699000000.0
transforms,test_svd11,pass,1,3003000000.0
transforms,test_svd12,pass,1,7368000000.0
transforms,test_svd2,pass,852,126760.6
transforms,test_svd3,pass,800,127500.0
transforms,test_svd4,pass,800,127500.0
transforms,test_svd5,pass,1,744000000.0
transforms,test_svd6,pass,1,1818000000.0
transforms,test_svd7,pass,1,784000000.0
transforms,test_svd8,pass,1,1921000000.0
transforms,test_svd9,pass,1,689000000.0
typecast,test_bin2int1,pass,1177,93457.9
typecast,test_dcomplex1,pass,2816,37997.2
typecast,test_int2bin1,pass,1070,99065.4
typecast,test_sparse58,pass,1,591000000.0
typecast,test_uint64_1,pass,2840,36267.6
variables,test_global1,pass,539,198515.8
variables,test_matcat1,pass,1070,98130.8
variables,test_matcat2,pass,638,172413.8
variables,test_matcat3,pass,580,175862.1
variables,test_matcat4,pass,1070,97196.3
variables,test_matcat5,pass,1070,95327.1
variables,test_matcat6,pass,1070,96261.7
variables,test_matcat7,pass,2167,49838.5
variables,test_matcat8,pass,2013,53651.3
variables,test_persistent1,pass,506,217391.3
variables,test_persistent2,pass,3660,30054.6
variables,test_struct1,pass,1536,69010.4
variables,test_struct2,pass,1760,62500.0
variables,test_struct3,pass,1661,66225.2
variables,test_struct4,pass,276,384058.0
variables,test_struct5,pass,1070,99065.4
variables,test_struct6,pass,1152,89409.7
variables,test_struct7,pass,2167,49377.0
variables,test_struct8,pass,396,270202.0
variables,test_struct9,pass,963,104880.6
variables,test_subset1,pass,1001,102897.1
variables,test_subset10,pass,1092,95238.1
variables,test_subset11,pass,1070,100934.6
variables,test_subset12,pass,1070,101869.2
variables,test_subset13,pass,1070,95327.1
variables,test_subset14,pass,910,116483.5
variables,test_subset15,pass,910,118681.3
variables,test_subset16,pass,2343,46948.4
variables,test_subset17,pass,4270,24121.8
variables,test_subset18,pass,3200,33437.5
variables,test_subset19,pass,460,228260.9
variables,test_subset2,pass,2130,48356.8
variables,test_subset20,pass,800,126250.0
variables,test_subset21,pass,2343,43533.9
variables,test_subset22,pass,2816,39417.6
variables,test_subset3,pass,1092,99816.8
variables,test_subset4,pass,1070,98130.8
variables,test_subset5,pass,704,149147.7
variables,test_subset6,pass,1001,101898.1
variables,test_subset7,pass,638,159874.6
variables,test_subset8,pass,580,174137.9
variables,test_subset9,pass,1070,95327.1
variables,test_vec1,pass,3200,33125.0
