dir,name,fm_outcome,rs_outcome,fm_ns,rs_ns,speedup
sparse,test_sparse11,pass,pass,200371.1,18161.6,11.032678838868824
sparse,test_sparse12,pass,pass,196226.4,17145.7,11.444642096852272
sparse,test_sparse13,pass,pass,263157.9,31366.8,8.389695474195648
sparse,test_sparse14,pass,pass,263157.9,30798.9,8.544392819224063
sparse,test_sparse15,pass,pass,147887.3,7497.4,19.725144716835167
sparse,test_sparse16,pass,pass,150704.2,8000.2,18.837554061148474
sparse,test_sparse17,pass,pass,151988.6,7822.1,19.43066439958579
sparse,test_sparse18,pass,pass,184482.8,12380.7,14.900837593997107
sparse,test_sparse19,pass,pass,183533.4,12430.5,14.76476408833112
sparse,test_sparse2,pass,pass,213438.7,13656.6,15.628977930085087
sparse,test_sparse22,pass,pass,193000000.0,29008688.5,6.6531790983932275
sparse,test_sparse23,pass,pass,197000000.0,57139112.5,3.4477259337900987
sparse,test_sparse24,pass,pass,253588.5,37837.4,6.702059338115198
sparse,test_sparse25,pass,pass,247000000.0,145852666.0,1.6934897850958721
sparse,test_sparse26,pass,pass,239000000.0,155644447.0,1.5355510884368397
sparse,test_sparse27,pass,pass,163009.4,12170.6,13.393702857706275
sparse,test_sparse28,pass,pass,182758.6,13299.3,13.741971381952435
sparse,test_sparse29,pass,pass,189239.3,12916.6,14.650860133471655
sparse,test_sparse3,pass,pass,223913.0,14572.3,15.365659504676682
sparse,test_sparse30,pass,pass,221739.1,18991.8,11.675517855074297
sparse,test_sparse31,pass,pass,188679.2,14836.5,12.717231152899943
sparse,test_sparse32,pass,pass,200000.0,14516.9,13.777046063553513
sparse,test_sparse33,pass,pass,258373.2,21395.4,12.076109817998262
sparse,test_sparse34,pass,pass,177586.2,10880.3,16.32181097947667
sparse,test_sparse35,pass,pass,550505.1,32589.4,16.892152049439385
sparse,test_sparse36,pass,pass,232558.1,18257.5,12.737674928111735
sparse,test_sparse4,pass,pass,219873.2,14338.3,15.334677053765093
sparse,test_sparse45,error,pass,0.0,164483.7,
sparse,test_sparse5,pass,pass,276041.7,19699.1,14.012909219202909
sparse,test_sparse57,pass,pass,201000000.0,144584418.0,1.3901912998674588
sparse,test_sparse6,pass,pass,276041.7,19726.2,13.99365818049092
sparse,test_sparse62,pass,pass,2214000000.0,289388095.0,7.650625710777771
sparse,test_sparse7,pass,pass,169279.0,11077.4,15.281473992092007
sparse,test_sparse8,pass,pass,209486.2,16769.0,12.492468244975848
sparse,test_sparse9,pass,pass,212244.9,16138.1,13.151789863738605
string,test_deblank_1,pass,pass,30397.7,700.5,43.394289793005
string,test_strcmp1,pass,pass,75994.3,1297.2,58.583333333333336
string,test_strcmp2,pass,pass,75994.3,1311.7,57.935732255851185
suite,test_assign1,pass,pass,88360.2,1924.6,45.910942533513456
suite,test_assign10,pass,pass,41357.8,1595.7,25.918280378517267
suite,test_assign11,pass,pass,39797.1,2049.1,19.42174613244839
suite,test_assign12,pass,pass,112500.0,5057.6,22.243751977222395
suite,test_assign13,pass,pass,27570.8,1013.9,27.192819804714468
suite,test_assign14,pass,pass,186964.0,5823.0,32.10784818821913
suite,test_assign15,pass,pass,46948.4,2461.6,19.072310692232694
suite,test_assign16,pass,pass,473913.0,16750.2,28.292975606261418
suite,test_assign17,pass,pass,28415.3,901.8,31.509536482590377
suite,test_assign18,pass,pass,26281.6,659.2,39.86893203883495
suite,test_assign19,pass,pass,35563.4,1781.2,19.9659779923647
suite,test_assign2,pass,pass,44814.3,1450.4,30.89789023717595
suite,test_assign20,pass,pass,149295.8,8979.7,16.62592291501943
suite,test_assign21,pass,pass,122727.3,5788.4,21.20228387810103
suite,test_assign22,pass,pass,39062.5,1287.4,30.342162498058098
suite,test_assign3,pass,pass,44387.5,1589.4,27.92720523467975
suite,test_assign4,pass,pass,91758.7,1983.2,46.26800121016539
suite,test_assign5,pass,pass,82812.5,1691.0,48.97250147841514
suite,test_assign6,pass,pass,44206.0,1569.6,28.163863404689096
suite,test_assign7,pass,pass,25995.3,487.9,53.27997540479607
suite,test_assign8,pass,pass,25761.1,475.1,54.22247947800462
suite,test_assign9,pass,pass,38707.4,1323.6,29.244031429434877
suite,test_assignin1,pass,pass,36931.8,905.3,40.79509554843699
suite,test_assignin2,pass,pass,51222.9,1259.0,40.68538522637014
suite,test_bin2int1,pass,pass,92608.3,4515.7,20.50807183825321
suite,test_bitand1,pass,pass,78125.0,1997.9,39.103558736673506
suite,test_bitor1,pass,pass,78906.2,1976.0,39.93228744939271
suite,test_bitxor1,pass,pass,78125.0,2012.1,38.82759306197505
suite,test_builtin1,pass,pass,29829.5,824.9,36.16135289125955
suite,test_call1,pass,pass,196660.5,3933.1,50.001398388039966
suite,test_call2,pass,pass,196660.5,4524.7,43.46376555351736
suite,test_call3,pass,pass,78906.2,1379.2,57.21157192575406
suite,test_call4,pass,pass,84375.0,1806.4,46.708923826395036
suite,test_cell1,pass,pass,46351.9,1729.4,26.80230137619984
suite,test_clear1,pass,pass,3333333.3,947.4,3518.4012032932233
suite,test_clear2,pass,pass,3366666.7,1154.7,2915.620247683381
suite,test_continue1,pass,pass,20898.4,223.6,93.46332737030413
suite,test_contour1,error,pass,0.0,1158.3,
suite,test_conv2_1,pass,pass,170846.4,14351.6,11.904345160121519
suite,test_ctype1,pass,error,109034.3,0.0,
suite,test_dcomplex1,pass,pass,38707.4,992.2,39.01169119129208
suite,test_deblank_1,pass,pass,30681.8,658.1,46.62179000151952
suite,test_det1,pass,pass,460869.6,2067.8,222.8791952800077
suite,test_diag1,pass,pass,106893.1,4368.4,24.46962274516986
suite,test_diag2,pass,pass,108891.1,4383.0,24.8439653205567
suite,test_diag3,pass,pass,92881.9,3362.3,27.62451298218481
suite,test_diag4,pass,pass,100899.1,4267.1,23.645825033395045
suite,test_diag5,pass,pass,35915.5,796.0,45.119974874371856
suite,test_dlmread1,pass,pass,190566.0,56191.9,3.3913428803795562
suite,test_eig1,pass,pass,2139000000.0,535107678.0,3.9973263100889387
suite,test_eig2,pass,pass,841000000.0,479734222.0,1.7530540066412024
suite,test_eig3,pass,pass,127500.0,11829.3,10.778321625117295
suite,test_eig4,pass,pass,3963000000.0,1511929002.0,2.6211548258930746
suite,test_eig5,pass,pass,1509000000.0,1997894959.0,0.7552949634325595
suite,test_eig6,pass,pass,70422.5,2037.1,34.56997692798586
suite,test_empty,pass,pass,122727.3,9652.2,12.71495617579412
suite,test_eps1,pass,pass,100000.0,2571.9,38.88176056611843
suite,test_error1,pass,pass,42918.5,701.1,61.215946369990014
suite,test_eval1,pass,pass,60818.7,1373.7,44.27364053286743
suite,test_eval2,pass,pass,230434.8,28499.3,8.08563017337268
suite,test_eval3,pass,pass,3366666.7,1952.9,1723.931947360336
suite,test_evalin1,pass,pass,102897.1,3455.0,29.78208393632417
suite,test_evalin2,pass,pass,134443.0,3231.1,41.60904954968896
suite,test_exist1,pass,pass,41796.9,1683.9,24.821485836451096
suite,test_exist2,pass,pass,28688.5,548.0,52.35127737226277
suite,test_fcall1,pass,pass,99065.4,2257.9,43.87501660835289
suite,test_fcall2,pass,pass,85156.2,1804.1,47.20148550523807
suite,test_feval1,pass,pass,29508.2,872.8,33.808661778185154
suite,test_fieldnames1,pass,pass,50300.0,2070.1,24.298343075213758
suite,test_file1,error,fail,0.0,33791.3,
suite,test_fitfun1,pass,pass,3433333.3,4695.1,731.2588230282635
suite,test_fitfun2,pass,pass,63000000.0,7399658.4,8.513906533847562
suite,test_fitfun3,pass,pass,177816.9,8221.1,21.62933184123779
suite,test_for1,pass,pass,98901.1,3510.8,28.170530933120656
suite,test_for2,pass,pass,127500.0,5928.7,21.505557710796634
suite,test_for3,pass,pass,101898.1,3333.6,30.566984641228704
suite,test_for4,pass,pass,109890.1,3822.7,28.746723520025117
suite,test_gausfit1,pass,pass,6166666.7,3250953.9,1.8968791590677432
suite,test_getfield1,pass,pass,162500.0,1922.1,84.5429478174913
suite,test_getfield2,pass,pass,272727.3,3370.3,80.92077856570631
suite,test_global1,pass,pass,204081.6,11416.2,17.876491301834236
suite,test_if1,pass,pass,23654.5,457.0,51.76039387308534
suite,test_if2,pass,pass,23419.2,471.2,49.70118845500849
suite,test_if3,pass,pass,26229.5,606.6,43.24019122980547
suite,test_if4,pass,pass,30054.6,761.0,39.49356110381078
suite,test_image1,error,pass,0.0,1162.6,
suite,test_imwrite_imread,error,pass,0.0,292592.1,
suite,test_int2bin1,pass,pass,102803.7,4200.9,24.4718274655431
suite,test_iscellstr1,pass,pass,230434.8,795.8,289.5637094747424
suite,test_iscellstr2,pass,pass,228260.9,754.1,302.6931441453388
suite,test_isfield1,pass,pass,772727.3,1687.5,457.9124740740741
suite,test_isfloat1,pass,pass,238636.4,628.2,379.8732887615409
suite,test_isinteger1,pass,pass,283854.2,774.0,366.73669250646
suite,test_isset1,pass,pass,57947.9,911.6,63.56724440544098
suite,test_jit,pass,pass,109890.1,12362.9,8.888699253411417
suite,test_lasterr1,pass,pass,46781.1,1187.5,39.39461052631579
suite,test_load1,pass,pass,140277.8,39915.7,3.5143514957773507
suite,test_lu1,pass,pass,841666.7,260453.0,3.231549262246931
suite,test_lu2,pass,pass,1070707.1,273853.1,3.909786305139508
suite,test_matcat1,pass,pass,98130.8,4140.3,23.701374296548558
suite,test_matcat2,pass,pass,175862.1,9315.4,18.878641818923505
suite,test_matcat3,pass,pass,179310.3,10833.7,16.55115980689884
suite,test_matcat4,pass,pass,98130.8,2760.5,35.54819779025539
suite,test_matcat5,pass,pass,97196.3,2810.6,34.58204653810574
suite,test_matcat6,pass,pass,98130.8,2831.9,34.651929799781065
suite,test_matcat7,pass,pass,50761.4,2393.8,21.205363856629624
suite,test_matcat8,pass,pass,54148.0,773.6,69.99482936918304
suite,test_nargin1,pass,pass,57947.9,1195.8,48.4595250041813
suite,test_nargin2,pass,pass,59064.3,1206.7,48.946962791083116
suite,test_num2str1,pass,pass,86661.0,2219.5,39.045280468574006
suite,test_ones1,pass,pass,35563.4,1367.5,26.006142595978062
suite,test_parallel_fft1,pass,error,662000000.0,0.0,
suite,test_permute1,pass,pass,239534.9,12487.0,19.182742051733804
suite,test_permute2,pass,pass,561111.1,67063.0,8.366925130101546
suite,test_persistent1,pass,pass,215415.0,14595.0,14.75950668036999
suite,test_persistent2,pass,pass,30113.6,1063.0,28.32888052681091
suite,test_plot1,error,pass,0.0,1315.4,
suite,test_power1,pass,pass,167187.5,23007.0,7.266810101273525
suite,test_qr1,pass,pass,469565.2,16778.1,27.986792306637824
suite,test_qr10,pass,pass,590000000.0,577471774.0,1.0216949582024073
suite,test_qr11,pass,pass,647000000.0,210800026.0,3.069259583487907
suite,test_qr12,pass,pass,318000000.0,162646471.0,1.9551607732085377
suite,test_qr2,pass,pass,473913.0,17849.1,26.55108660940888
suite,test_qr3,pass,pass,504629.6,20860.0,24.19125599232982
suite,test_qr4,pass,pass,500000.0,20156.3,24.806140015776705
suite,test_qr5,pass,pass,530000.0,18978.1,27.926926299260728
suite,test_qr6,pass,pass,535353.5,19153.3,27.950979726731166
suite,test_qr7,pass,pass,572222.2,22434.4,25.506463288521196
suite,test_qr8,pass,pass,567708.3,21992.7,25.813488111964425
suite,test_qr9,pass,pass,548000000.0,458958261.0,1.1940083588559702
suite,test_range1,pass,pass,85937.5,2429.3,35.375416786728685
suite,test_range2,pass,pass,93457.9,2778.1,33.64094165076851
suite,test_range3,pass,pass,85156.2,2525.8,33.714545886451816
suite,test_range4,pass,pass,85156.2,2456.7,34.66284039565271
suite,test_range5,pass,pass,87510.6,2630.7,33.265138556277805
suite,test_range6,pass,pass,90909.1,2965.0,30.66074198988196
suite,test_range7,pass,pass,90277.8,2807.6,32.15479413021798
suite,test_range8,pass,pass,91758.7,3019.4,30.389713188050603
suite,test_range9,pass,pass,26080.5,527.2,49.4698406676783
suite,test_repmat1,pass,pass,88541.7,3262.1,27.14254621256246
suite,test_repmat2,pass,pass,88360.2,3533.4,25.007131940906774
suite,test_repmat3,pass,pass,94392.5,4665.6,20.231588648834016
suite,test_reshape1,pass,pass,53651.3,3467.3,15.473509647275979
suite,test_reshape2,pass,pass,61363.6,2820.5,21.75628434674703
suite,test_ret,pass,pass,20687.0,201.2,102.81809145129225
suite,test_save1,pass,pass,200371.1,71583.7,2.7991162792646933
suite,test_seed1,pass,pass,54644.8,1732.0,31.55011547344111
suite,test_size1,pass,pass,188679.2,4163.4,45.318537733583135
suite,test_size2,pass,pass,198515.8,4136.2,47.99472946182486
suite,test_size3,pass,pass,91758.7,2369.2,38.72982441330407
suite,test_size4,pass,pass,41748.0,1944.3,21.471995062490357
suite,test_sort,pass,pass,24817.9,440.8,56.30195099818512
